question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_similarity,context_relevancy,context_precision,context_recall
"Complete the following paragraph: In terms of glycosaminoglycans (GAGs), chondroitin and heparan sulfate (CS and HS) have been detected in C. elegans, but neither keratan sulfate (KS), dermatan sulfate (DS), nor hyaluronan (Chapter 16); whereas the CS chains contain a low amount of sulfate, the overall structure of HS in C. elegans is similar to the chains elaborated by vertebrates (see Figure 25.5).","['In terms of glycosaminoglycans (GAGs), chondroitin and heparan sulfate (CS and HS) have been detected in C. elegans, but neither keratan sulfate (KS), dermatan sulfate (DS), nor hyaluronan (Chapter 16); whereas the CS chains contain a low amount of sulfate, the overall structure of HS in C. elegans is similar to the chains elaborated by vertebrates (see Figure 25.5).'
 'Disaccharide profiling of GAGs from Drosophila showed the presence of HS and chondroitin sulfate (CS) remarkably similar in structure to that of GAGs found in vertebrates (Chapter 17). The principal disaccharide species of HS-derived units include N-, 2-O, and 6-O sulfated forms, and mono-, di-, and trisulfated disaccharides.'
 'The most widely distributed and evolutionarily ancient class appears to be chondroitin chains, which are not always sulfated (e.g., in C. elegans) (Chapter 25). The more highly sulfated and epimerized forms of heparin and dermatan sulfate tend to be found primarily in more recently evolved animal species of the deuterostome lineage.']","Disaccharide profiling of GAGs from Drosophila showed the presence of HS and chondroitin sulfate (CS) remarkably similar in structure to that of GAGs found in vertebrates (Chapter 17). The principal disaccharide species of HS-derived units include N-, 2-O, and 6-O sulfated forms, and mono-, di-, and trisulfated disaccharides. The most widely distributed and evolutionarily ancient class appears to be chondroitin chains, which are not always sulfated (e.g., in C. elegans) (Chapter 25). The more highly sulfated and epimerized forms of heparin and dermatan sulfate tend to be found primarily in more recently evolved animal species of the deuterostome lineage.","Enzymatic and genomic data indicate that there are various domain-specific forms of glycosylation in C. elegans, including O-fucose (Fucα1-Ser/Thr) on epidermal growth factor (EGF)-like domains and thrombospondin type-1 repeats (TSRs), in the context of precise consensus sequences (Chapter 13), C-mannosylation of TSRs, and TMTC-dependent O-mannosylation of cadherins. However, POMT-mediated O-mannosylation of dystroglycan is absent. Cytoplasmic and nuclear proteins in C. elegans can be modified with O-GlcNAc as in other animals. Biosynthesis of core-1 O-glycans in Caenorhabditis elegans (A) and some O-glycans proposed to occur in adult worms (B).",0.42857142857142855,0.4809292614790784,0.5182233515211876,0.2,0.0,0.25
"Complete the following paragraph: This chapter describes glycosylation in the Arthropoda, focusing primarily on Drosophila melanogaster. The major glycan classes are similar to those described in vertebrates, with interesting differences. The powerful genetic systems available for studying gene function in D. melanogaster have proved to be effective means for understanding glycan function in early development and have provided some of the first examples of how glycans affect growth factor signaling, morphogen gradients, protein secretion, and neural function in vivo.","['The major glycan classes are similar to those described in vertebrates, with interesting differences. The powerful genetic systems available for studying gene function in D. melanogaster have proved to be effective means for understanding glycan function in early development and have provided some of the first examples of how glycans affect growth factor signaling, morphogen gradients, protein secretion, and neural function in vivo. Arthropods are among the most successful species on Earth and are found in all types of environments.'
 'New analytical techniques have expanded the appreciation for the glycan synthetic capacity of the organism and have helped establish links between interesting phenotypes and altered glycan expression. Some of these associations have proven to be common across species and others are unique to D. melanogaster. Given the complexity of glycosylation in Drosophila, it is impossible to cover all aspects of glycans and glycan-binding proteins in this organism.'
 'Instead, we provide an overview of the major classes of arthropod glycans and examples of how studying glycans in Drosophila can lead to new discoveries that impact vertebrate as well as invertebrate biology.']","This chapter describes glycosylation in the Arthropoda, focusing primarily on Drosophila melanogaster. The major glycan classes are similar to those described in vertebrates, with interesting differences. The powerful genetic systems available for studying gene function in D. melanogaster have proved to be effective means for understanding glycan function in early development and have provided some of the first examples of how glycans affect growth factor signaling, morphogen gradients, protein secretion, and neural function in vivo. New analytical techniques have expanded the appreciation for the glycan synthetic capacity of the organism and have helped establish links between interesting phenotypes and altered glycan expression. Some of these associations have proven to be common across species and others are unique to D. melanogaster. Given the complexity of glycosylation in Drosophila, it is impossible to cover all aspects of glycans and glycan-binding proteins in this organism. Instead, we provide an overview of the major classes of arthropod glycans and examples of how studying glycans in Drosophila can lead to new discoveries that impact vertebrate as well as invertebrate biology.","Arthropods are among the most successful species on Earth and are found in all types of environments. One of their characteristic features is an exoskeleton composed of chitin, which provides support and physical protection. The best-studied example is the fruit fly, D. melanogaster. In 1910, T.H. Morgan published the first paper about the genetics of D. melanogaster, which showed that white eye color was a sex-linked trait. Since then, this organism has been the predominant model organism for genetic analysis in animals. Its advantages include an easily studied developmental program, a sequenced and actively annotated genome, a relatively complex neural system, and the ability to discern literally thousands of different phenotypes in morphology, development, and behavior. In pursuit of genes that regulate development, many Drosophila geneticists ran head-on into glycans.",0.8461538461538461,0.7256457462312408,0.6957869818722551,0.14285714285714285,0.9999999999,0.2
"Complete the following paragraph: When sea urchin sperm undergo the acrosome reaction, a protein named bindin is released from the acrosomal vesicle. Bindin cements the sperm to a large egg surface glycoprotein named egg bindin receptor 1 (EBR1). Bindin can agglutinate mammalian red blood cells much like plant lectins (Chapter 32), and glycopeptide fragments of unfertilized eggs can block bindin-induced red cell agglutination.","['Bindin can agglutinate mammalian red blood cells much like plant lectins (Chapter 32), and glycopeptide fragments of unfertilized eggs can block bindin-induced red cell agglutination. Bindin is thought to recognize glycans on EBR1. EBR1 itself has lectin-like domains, but its glycan ligands are unknown.'
 'The sialoglycan has a novel structure—[Neu5Gcα2-5-O-glycolylNeu5Gc]n. However, its receptor on the sperm membrane is unknown. When sea urchin sperm undergo the acrosome reaction, a protein named bindin is released from the acrosomal vesicle. Bindin cements the sperm to a large egg surface glycoprotein named egg bindin receptor 1 (EBR1).'
 '(Reprinted, with permission, courtesy of Charles Hollahan, Santa Barbara Marine Biologicals.) (Top right) Sperm binding to a sea urchin egg. (Reprinted, with permission, courtesy of M. Tegner (more...) Sea urchin eggs are covered by a hydrated jelly coat.']","The function of bindin in sea urchin reproduction extends beyond its role in sperm-egg binding. Bindin's ability to agglutinate mammalian red blood cells, similar to plant lectins, suggests a broader role for this protein beyond species-specific interactions. Additionally, the presence of glycopeptide fragments from unfertilized eggs that can inhibit bindin-induced red cell agglutination highlights the complexity of interactions involving bindin and its glycan ligands.","Bindin is thought to recognize glycans on EBR1. EBR1 itself has lectin-like domains, but its glycan ligands are unknown. Most studies of glycosylation in sea urchins have identified glycosyltransferase activities and the glycans they synthesize (e.g., including N-glycans with antennal β1-3-linked Gal, β1-4GalNAc, Neu5Gc, and sulphate residues as well as traces of the “invertebrate” feature of core α1-3/α1-6-difucosylation) (Figure 27.2). The functions of glycans and glycan-binding proteins (GBPs) can be investigated using genetic strategies in sea urchins, antisense morpholinos or short hairpin RNAs (shRNAs) to knock down gene expression have been the methods of choice, but these will likely be superseded by more precise gene editing techniques such as the clustered regularly interspaced short palindromic repeats/Cas9 (CRISPR/Cas9) strategy or transcription activator–like effector (TALE) nucleases (TALENs).",0.5,0.739052351262452,0.6881965543079357,0.2,0.99999999995,0.3333333333333333
"Complete the following paragraph: A wide variety of methods for coupling monosaccharides and complex glycans to create affinity resins have been developed. As mentioned above, many sulfated-GAG-binding proteins have been discovered by affinity chromatography using immobilized GAG chains.","['In addition to forming a basis for binding and competition assays, the binding activity is commonly used as a means of isolating these proteins by using affinity chromatography with appropriate immobilized glycan ligands. A wide variety of methods for coupling monosaccharides and complex glycans to create affinity resins have been developed. As mentioned above, many sulfated-GAG-binding proteins have been discovered by affinity chromatography using immobilized GAG chains.'
 'Many other sulfated GAG-binding proteins were later discovered by affinity chromatography using columns of immobilized heparin. Growth factors and cytokines bearing clusters of positively charged amino acids along their protein surface interact with sulfated GAGs in a looser fashion—that is, they do not always show the high specificity seen with antithrombin.'
 'ConA-Sepharose has also been used to isolate free oligo- and polymannose-, hybrid-, and complex-type biantennary N-glycans. When combined in a serial format, multiple lectins can be used in affinity chromatography to isolate glycoconjugates containing most of the major glycan structures present in animal cells, with glycoconjugates being separated as classes that share common determinants.']","Many other sulfated GAG-binding proteins were later discovered by affinity chromatography using columns of immobilized heparin. Growth factors and cytokines bearing clusters of positively charged amino acids along their protein surface interact with sulfated GAGs in a looser fashion—that is, they do not always show the high specificity seen with antithrombin. ConA-Sepharose has also been used to isolate free oligo- and polymannose-, hybrid-, and complex-type biantennary N-glycans. When combined in a serial format, multiple lectins can be used in affinity chromatography to isolate glycoconjugates containing most of the major glycan structures present in animal cells, with glycoconjugates being separated as classes that share common determinants.",A limitation of these approaches is that binding activity does not directly indicate a biological function and the roles of many well-characterized GBPs have not been fully determined. The observation that many lectins fall into structurally distinct families provides an alternative way to identify novel GBPs through analysis of protein sequences. Sequence motifs characteristic of CRDs are routinely used to screen sequences from whole genome sequencing. These motifs can also be used to screen specific cDNA and gene sequences of interest because of their association with biological functions.,1.0,0.5296926412977752,0.5191178022653774,0.2857142857142857,0.9999999999666667,0.0
"Complete the following paragraph: Another variation is generally termed a “pull-down assay,” akin to a type of immunoprecipitation. In this approach a solution containing potential ligands is incubated with a GBP that may be immobilized on a surface (e.g., a bead). Afterward the bead-GBP is subjected to several steps (e.g., magnetic separation or centrifugation) to remove the unbound material.","['Afterward the bead-GBP is subjected to several steps (e.g., magnetic separation or centrifugation) to remove the unbound material. The material bound to the bead-GBP may then be eluted for measurement and further analyses. Using this pull-down setup, one can perform a concentration-dependent binding assay to obtain an apparent Ka of the ligand for the immobilized GBP.'
 'and (5) if the Kd is high (>1 mm), this approach is typically not feasible. Overall, frontal affinity chromatography is quite useful and is automated. Another variation is generally termed a “pull-down assay,” akin to a type of immunoprecipitation. In this approach a solution containing potential ligands is incubated with a GBP that may be immobilized on a surface (e.g., a bead).'
 'Thus, a multiplexed approach is taken where a GBP is mixed with a set of conjugated beads each identifiable by its fluorescent properties. The GBP may be biotinylated, allowing detection by fluorescent streptavidin, or the GBP may be detected by binding to specific antibody or another reagent if the GBP is epitope-tagged. The degree of binding of the GBP is a measure of its affinity and specificity for a particular glycan.']","The material bound to the bead-GBP may then be eluted for measurement and further analyses. Using this pull-down setup, one can perform a concentration-dependent binding assay to obtain an apparent Ka of the ligand for the immobilized GBP.","The material bound to the bead-GBP may then be eluted for measurement and further analyses. Using this pull-down setup, one can perform a concentration-dependent binding assay to obtain an apparent Ka of the ligand for the immobilized GBP. Isothermal titration calorimetry (ITC) is one of the most rigorous means of defining the equilibrium binding constant between a glycan and a GBP or indeed any protein and its ligand. The binding of a glycan to the GBP is measured as a change in enthalpy using a commercial microcalorimeter. In this technique, a solution containing a glycan of interest is added in increments into a solution containing a fixed concentration of GBP. The glycan is added at many intervals and the heat evolved from binding is measured relative to a reference cell. Over the course of the experiment, the concentration of glycan is increased in the mixing cell over a glycan-to-GBP molar ratio of 0–10. The heat absorbed or evolved during binding is determined and the data are replotted as kcal/mole of injectant versus the molar ratio (Figure 29.4).",1.0,0.6243681098260506,0.8156044915266678,0.3,0.9999999999666667,0.5
"Complete the following paragraph: It is important to note that structural methodology is continually evolving, with additional information coming from techniques like small-angle X-ray scattering (SAXS) and cryo-electron microscopy (cryo-EM). Recent advances in cryo-EM provide many exciting opportunities to study protein–glycan interactions, which will also be discussed.","['It is even possible to conduct some experiments on assemblies that mimic a membrane surface environment, an environment in which many protein–glycan interactions occur. It is important to note that structural methodology is continually evolving, with additional information coming from techniques like small-angle X-ray scattering (SAXS) and cryo-electron microscopy (cryo-EM). Recent advances in cryo-EM provide many exciting opportunities to study protein–glycan interactions, which will also be discussed.'
 'The principle methodologies discussed here are each evolving: crystallographic methods using new X-ray sources (e.g., X-ray lasers) are allowing the analysis of microcrystals at room temperature and femtosecond timescales, thereby eliminating temperature- and beam-induced artifacts. Cryo-EM single-particle methods are approaching resolutions previously confined to X-ray crystallography.'
 'Cryo-EM can be roughly divided into two main directions: one working with single (usually purified) particles, single-particle analysis (SPA), and the other using a tomography approach to analyze species in larger assemblies, such as in vitro–assembled scaffolds or even native cells and tissues. For SPA, samples are generally analyzed in a thin layer of vitreous ice containing the particles in random orientations.']","The principle methodologies discussed here are each evolving: crystallographic methods using new X-ray sources (e.g., X-ray lasers) are allowing the analysis of microcrystals at room temperature and femtosecond timescales, thereby eliminating temperature- and beam-induced artifacts. Cryo-EM single-particle methods are approaching resolutions previously confined to X-ray crystallography. Cryo-EM can be roughly divided into two main directions: one working with single (usually purified) particles, single-particle analysis (SPA), and the other using a tomography approach to analyze species in larger assemblies, such as in vitro–assembled scaffolds or even native cells and tissues. For SPA, samples are generally analyzed in a thin layer of vitreous ice containing the particles in random orientations.","The fundamental understanding of glycan–protein interactions, as enriched by experimental studies of all types, has now been encoded in powerful molecular simulation programs that provide a computational approach to generating three dimensional pictures of glycan–protein complexes. These are important because it is difficult to produce complex glycan ligands in the amounts and purity required for most experimental approaches. These methods, although still evolving toward increased confidence in outcomes, provide models for experimentally inaccessible systems that can be tested with a variety of nonstructural approaches. They can also be leveraged with sparse structural data that alone could not provide detailed structural information.",1.0,0.44526106027498746,0.41309753456240983,0.14285714285714285,0.9999999999666667,0.0
"Complete the following paragraph: Ricinus communis is native to Africa and India and has been used for millennia, by many cultural groups, for numerous medical and industrial purposes. Two lectins, originally termed RCA-I and RCA-II, can be purified from the seeds.","['The R-type lectin superfamily. Different groups within the superfamily are characterized by the domain structures shown.  Ricinus communis is native to Africa and India and has been used for millennia, by many cultural groups, for numerous medical and industrial purposes. Two lectins, originally termed RCA-I and RCA-II, can be purified from the seeds.'
 'Two lectins, originally termed RCA-I and RCA-II, can be purified from the seeds. RCA-I (molecular mass ∼120 kDa) is a hemagglutinin and a very weak toxin. RCA-II (∼60 kDa), better known as ricin, is an agglutinin and a very potent toxin. Ricin is easily extractable from castor beans and can kill humans at very small doses.'
 'Several other lectins having high homology with ricin are also encoded by the R. communis genome; some of these are termed ricin-A, -B, -C, -D (ricin), and -E. The B chain of both RCA-I (agglutinin) and RCA-II (ricin) contains two CRDs in the polypeptide.']","Ricinus communis is native to Africa and India and has been used for millennia, by many cultural groups, for numerous medical and industrial purposes. Two lectins, originally termed RCA-I and RCA-II, can be purified from the seeds. RCA-I (molecular mass ∼120 kDa) is a hemagglutinin and a very weak toxin, while RCA-II (∼60 kDa), better known as ricin, is an agglutinin and a very potent toxin. Ricin is easily extractable from castor beans and can kill humans at very small doses. Additionally, several other lectins having high homology with ricin are also encoded by the R. communis genome; some of these are termed ricin-A, -B, -C, -D (ricin), and -E. The B chain of both RCA-I (agglutinin) and RCA-II (ricin) contains two CRDs in the polypeptide.","RCA-I (molecular mass ∼120 kDa) is a hemagglutinin and a very weak toxin. RCA-II (∼60 kDa), better known as ricin, is an agglutinin and a very potent toxin. Ricin is easily extractable from castor beans and can kill humans at very small doses. RCA-II (ricin; Figure 31.2) is synthesized as a single prepropolypeptide of 576 amino acid (aa) residues containing a secretion signal peptide (residues 1–35), an A chain (residues 36–302), a 12-aa linker region (residues 303–314), and a B chain (residues 315–576). The A-chain toxin is an N-glycoside hydrolase (EC 3.2.2.22) that inactivates the 60S ribosome. The B-chain lectin domain binds to galactose (Gal) and β-galactosides. The amino-terminal signal sequence brings the propolypeptide to the endoplasmic reticulum (ER), where the signal is cleaved off, and the polypeptide is glycosylated.",1.0,0.6044632581278935,0.7843671128459859,0.2,0.9999999999666667,0.42857142857142855
"Complete the following paragraph: A common feature of the legume L-type lectins is their monomeric structure. The structures of the monomers consist of three antiparallel β-sandwich: a flat six-stranded “back” sheet, a concave seven-stranded “front” sheet, and a short “top” sheet that keeps the two major sheets together (Figure 32.1A,B). All of these lectins require Ca++ and a transition metal ion (usually Mn++) for their carbohydrate-binding activity.","['A common feature of the legume L-type lectins is their monomeric structure. The structures of the monomers consist of three antiparallel β-sandwich: a flat six-stranded “back” sheet, a concave seven-stranded “front” sheet, and a short “top” sheet that keeps the two major sheets together (Figure 32.1A,B).'
 'For this reason, the term “L-type lectins” has recently been designated as a classification for all proteins with this legume seed lectin-like protein structure. The L-type lectins are distinguished from other lectins primarily based on tertiary structure and not the primary structure.'
 'Calcium and manganese ions are (more...) The legume L-type lectins are generally classified into groups based on their carbohydrate specificities as often identified by the ability of monosaccharides to inhibit their agglutinating activity. These differences in specificities are brought about by variability in the conformation and size of the D loop and to some extent by the C loop.']",All of these lectins require Ca++ and a transition metal ion (usually Mn++) for their carbohydrate-binding activity.,"The glycan-binding and metal-binding sites are localized in close proximity to each other at the top of the “front” sheet. The glycan-binding site is composed of four loops: A, B, C, and D (Figure 32.3, top). These loops contain four invariant amino acids that are essential for carbohydrate binding (Figure 32.3, bottom). Loop A contains an invariant aspartate, which forms hydrogen bonds between its side chain and the glycan ligand. This amino acid is linked to its preceding amino acid (usually alanine) by a rare cis-peptide bond, which is stabilized by the metal ions and is necessary for the proper orientation of the aspartate in the combining site. Loop B contains an invariant glycine, which also forms hydrogen bonds with the ligand.",0.5,0.5879143251791861,0.4824270439461783,0.16666666666666666,0.9999999999666667,0.16666666666666666
"Complete the following paragraph: The original experiments of Neufeld showed that a portion of newly synthesized lysosomal enzymes are secreted into the medium, but may be recaptured by the same cell or by adjacent cells expressing cell-surface CI-MPRs (Figure 33.1). Enzymes that bind to such cell-surface MPRs are endocytosed via clathrin-coated pits and vesicles, eventually reaching the same late endosomal compartments in which newly synthesized molecules arrive from the Golgi.","['(more...) The original experiments of Neufeld showed that a portion of newly synthesized lysosomal enzymes are secreted into the medium, but may be recaptured by the same cell or by adjacent cells expressing cell-surface CI-MPRs (Figure 33.1).'
 'Enzymes that bind to such cell-surface MPRs are endocytosed via clathrin-coated pits and vesicles, eventually reaching the same late endosomal compartments in which newly synthesized molecules arrive from the Golgi. This secretion–recapture pathway is a minor one in most cells, but plays a critical role in enzyme replacement therapy.'
 'Interestingly, all these enzymes are actually synthesized by I-cells, but are mostly secreted into the medium, instead of being retained in lysosomes. Neufeld showed that although I-cells incorporated the high-uptake enzymes secreted by normal cells, enzymes secreted by I-cells were not taken up by other cells (Figure 33.1). She therefore proposed that I-cell disease results from a failure to add a common recognition marker to lysosomal enzymes.']","This secretion-recapture pathway, as demonstrated by Neufeld's experiments, involves the secretion of newly synthesized lysosomal enzymes into the medium. These enzymes can then be recaptured by the same cell or adjacent cells expressing cell-surface CI-MPRs. Enzymes that bind to these MPRs are subsequently endocytosed through clathrin-coated pits and vesicles, ultimately reaching the late endosomal compartments where newly synthesized molecules from the Golgi also arrive.","This secretion–recapture pathway is a minor one in most cells, but plays a critical role in enzyme replacement therapy. As described in Chapter 44, there are many genetic disorders in glycan degradation that result from decreased activity of a given lysosomal enzyme. Some of these enzymes that are targeted to lysosomes via the M6P pathway have been prepared in large quantities as recombinant soluble proteins and used in enzyme replacement therapy. To date, the benefits have been variable but less than optimal. There are a number of potential reasons for this. First, some of the preparations may not contain the physiologic complement of the phosphomannosyl recognition marker. It is reasonable to suggest that a greater M6P content may improve the efficacy of enzyme replacement in these patients. This has been shown to be the case in mouse and dog model systems. However, even with fully phosphorylated enzymes there may be obstacles that are difficult to overcome. For example, some cell types in the body may not express adequate levels of the CI-MPR on their surfaces to endocytose sufficient enzyme to restore normal lysosomal function. Also, the organ that is most seriously affected in many of these diseases (the brain) is inaccessible because of the blood–brain barrier. Although the first intraventricular M6P-dependent enzyme replacement therapy for children deficient for the lysosomal tripeptidyl peptidase 1 are very promising, further studies are needed.",1.0,0.5964510523132572,0.6422342995098566,0.2857142857142857,0.9999999999666667,0.08333333333333333
"Complete the following paragraph: C-type lectins (CTLs) are Ca++-dependent glycan-binding proteins (GBPs) that share primary and secondary structural homology in their carbohydrate-recognition domains (CRDs). The CRD of CTLs is more generally defined as the CTL domain (CTLD), because not all proteins with this domain bind either glycans or Ca++.","['C-type lectins (CTLs) are Ca++-dependent glycan-binding proteins (GBPs) that share primary and secondary structural homology in their carbohydrate-recognition domains (CRDs). The CRD of CTLs is more generally defined as the CTL domain (CTLD), because not all proteins with this domain bind either glycans or Ca++.'
 'In CTLD-containing proteins such as human tetranectin, which is not known to bind glycans, the CTLD can bind Ca++, but in the absence of Ca++ the CTLD is important for interactions with kringle-domain-containing proteins, such as plasminogen. Structure of C-type lectins (CTLs). (A) Ribbon diagram of the carbohydrate-recognition domain (CRD) of rat mannose-binding protein A (MBP-A).'
 'The CRD of CTLs is a compact region of 110–130 amino acid residues with a double-looped, two-stranded antiparallel β-sheet formed by the amino- and carboxy-terminal residues connected by two α-helices and a three-stranded antiparallel β-sheet (Figure 34.1). The CRD has two conserved disulfide bonds and up to four sites for binding Ca++, with site occupancy depending on the lectin.']","In CTLD-containing proteins such as human tetranectin, which is not known to bind glycans, the CTLD can bind Ca++, but in the absence of Ca++ the CTLD is important for interactions with kringle-domain-containing proteins, such as plasminogen. The CRD of CTLs is a compact region of 110–130 amino acid residues with a double-looped, two-stranded antiparallel β-sheet formed by the amino- and carboxy-terminal residues connected by two α-helices and a three-stranded antiparallel β-sheet. The CRD has two conserved disulfide bonds and up to four sites for binding Ca++, with site occupancy depending on the lectin.","CTLs include collectins, selectins, endocytic receptors, and proteoglycans, some of which are secreted and others are transmembrane proteins. They often oligomerize, which increases their avidity for multivalent ligands and enhance recognition of pattern recognition receptor (PRRs). CTLs differ significantly in the types of ligands that they recognize with high affinity (e.g., glycans, proteins, lipids, and inorganic compounds). These proteins that recognize pathogens or self-expressed ligands function as adhesion, phagocytic, and signaling receptors in many pathways, including homeostasis and innate and adaptive immunity, and are crucial in inflammatory responses, leukocyte and platelet trafficking, and tissue remodeling. The CTL family is remarkably diverse and is the largest family of known GBPs.",1.0,0.5368807510317484,0.6706245402880928,0.2857142857142857,0.9999999999666667,0.0
"Complete the following paragraph: Of all the Siglecs, CD22 has the most conserved specificity for sialylated ligands, binding primarily to α2-6-linked Sias of the type Neu5Ac(or Neu5Gc)α2-6Galβ1-4GlcNAc, which are common capping structures of many complex-type N-glycans. Additional specificity can be conferred by the nature of the Sia moiety as well as sulfation of the underlying glycan. Neither human nor mouse CD22 binds 9-O-acetylated Sias; mouse CD22 has a strong preference for Neu5Gc over Neu5Ac, whereas human CD22 binds both of the latter forms.","['Of all the Siglecs, CD22 has the most conserved specificity for sialylated ligands, binding primarily to α2-6-linked Sias of the type Neu5Ac(or Neu5Gc)α2-6Galβ1-4GlcNAc, which are common capping structures of many complex-type N-glycans.'
 'Additional specificity can be conferred by the nature of the Sia moiety as well as sulfation of the underlying glycan. Neither human nor mouse CD22 binds 9-O-acetylated Sias; mouse CD22 has a strong preference for Neu5Gc over Neu5Ac, whereas human CD22 binds both of the latter forms.'
 'With recombinant CD22, abrogation of cell adhesive interactions by sialidase treatment led to the discovery that it was a Sia-binding lectin, with a high degree of specificity for α2-6-linked Sias. Cloning of Sn then showed that it was an IgSF member sharing homology with CD22 and with two other previously cloned proteins, CD33 and myelin-associated glycoprotein (MAG).']","With recombinant CD22, abrogation of cell adhesive interactions by sialidase treatment led to the discovery that it was a Sia-binding lectin, with a high degree of specificity for α2-6-linked Sias. Cloning of Sn then showed that it was an IgSF member sharing homology with CD22 and with two other previously cloned proteins, CD33 and myelin-associated glycoprotein (MAG).","Recombinant soluble CD22 can precipitate a subset of glycoproteins from B-cell lysates including CD45, a major sialoprotein of T and B cells. However, on B cells, CD22 appears to mainly be either cis-associated with other CD22 molecules in a glycan-dependent manner, or with the BCR, which it inhibits in a glycan-independent manner. These interactions are consistent with studies of mouse mutants that either lack CD22 glycan ligands or express mutated forms of CD22 unable to bind glycans. B cells from ST6Gal-I-deficient mice that lack CD22 ligands show an anergic phenotype, essentially the opposite of the phenotype observed in CD22-deficient mice. Mice expressing a lectin-inactive version of CD22 with a mutated binding site arginine also show reduced BCR signaling (anergy) and, similar to ST6Gal-I-deficient mice, they show increased CD22-BCR association and stronger CD22 phosphorylation (Figure 35.3). Likewise, Cmah-null mice deficient in Neu5Gc have reduced ligands for mouse CD22 and Siglec-G (see below) and show B cell hyperactivity.",0.6666666666666666,0.60218899222885,0.6930793715796466,0.6,0.9999999999666667,0.0
"Complete the following paragraph: Following the discovery of the Ashwell–Morell asialoglycoprotein receptor (AMR) in the liver, many investigators sought other such receptors by affinity chromatography with immobilized asialoglycoproteins. In 1975, a novel lectin of ∼15 kDa was isolated from electric organs of the electric eel, and named “electrolectin.” This noncovalently linked homodimer displayed hemagglutinating activity toward trypsinized rabbit erythrocytes that was inhibitable by β-galactosides; inclusion of β-mercaptoethanol in the isolation buffers was required to maintain the binding activity.","['In 1975, a novel lectin of ∼15 kDa was isolated from electric organs of the electric eel, and named “electrolectin.” This noncovalently linked homodimer displayed hemagglutinating activity toward trypsinized rabbit erythrocytes that was inhibitable by β-galactosides; inclusion of β-mercaptoethanol in the isolation buffers was required to maintain the binding activity.'
 'This chapter describes the diversity of the galectin family and presents an overview of what is known about their biosynthesis, secretion, and biological roles. Following the discovery of the Ashwell–Morell asialoglycoprotein receptor (AMR) in the liver, many investigators sought other such receptors by affinity chromatography with immobilized asialoglycoproteins.'
 'Although their specific glycan-binding activities make such plant lectins extremely useful scientific tools, their biological functions in plants remain mostly unknown. The first animal lectin discovered was the asialoglycoprotein receptor (ASGPR) identified by Anatol Morell and Gilbert Ashwell in the late 1960s during investigations of the turnover of a serum glycoprotein, ceruloplasmin.']","In 1975, a novel lectin of ∼15 kDa was isolated from electric organs of the electric eel, and named “electrolectin.” This noncovalently linked homodimer displayed hemagglutinating activity toward trypsinized rabbit erythrocytes that was inhibitable by β-galactosides; inclusion of β-mercaptoethanol in the isolation buffers was required to maintain the binding activity. Following the discovery of the Ashwell–Morell asialoglycoprotein receptor (AMR) in the liver, many investigators sought other such receptors by affinity chromatography with immobilized asialoglycoproteins.","Soon thereafter, in 1976, similar β-galactoside-binding lectins were isolated from chicken muscle and from extracts of calf heart and lung (∼15 kDa; now designated as galectin-1). These proteins were initially referred to as S-type lectins to denote their sulfhydryl dependency, presence of free cysteine residues, and solubility, along with shared primary sequence. In the early 1980s, a 35-kDa protein termed CBP35 that also bound to β-galactosides was identified in mouse fibroblasts. The same protein was studied by other groups under the names IgE-binding protein, L-29, and L-31 and is currently known as galectin-3. The nomenclature for galectins was systematized in 1994 and the first galectin type found (∼15 kDa, discussed above) retained the name galectin-1. All other members of this family were numbered consecutively by order of discovery.",1.0,0.687964964611815,0.5858719631226318,0.5,0.9999999999666667,0.3333333333333333
